rank,id,marketplaceAddress,transactionHash,buyer,buyerDisplay,seller,sellerDisplay,price,priceUSD,imageURI,tokens/0/tokenId,tokens/0/address,tokens/0/attributes/Season,tokens/0/attributes/Name,tokens/0/attributes/Gender,tokens/0/attributes/Image,tokens/0/attributes/Hair,tokens/0/attributes/Beard,tokens/0/attributes/Lips,tokens/0/attributes/Mouth,tokens/0/attributes/Eyes,tokens/0/attributes/Neck,tokens/0/attributes/Face,tokens/0/attributes/Nose,tokens/0/attributes/Cheeks,tokens/0/attributes/Ears,tokens/0/attributes/Teeth,tokens/0/attributes/Emotion,tokens/0/attributes/MasterMint#,tokens/0/name,tokens/0/value,tokens/0/multiTokenId,timeStamp,paymentToken,marketplaceIcon,marketplaceName,tokens/0/attributes/Type,tokens/0/attributes/Accessories,tokens/0/attributes/Hats/Hair,tokens/0/attributes/name,tokens/0/attributes/image,tokens/0/attributes/background,tokens/0/attributes/body,tokens/0/attributes/Feathers,tokens/0/attributes/x_debug[0],tokens/0/attributes/eyes,tokens/0/attributes/Beak,tokens/0/attributes/Headwear,tokens/0/attributes/Background,tokens/0/attributes/clothes,tokens/0/attributes/mouth,tokens/0/attributes/Fur,tokens/0/attributes/Earring,tokens/0/attributes/Hat,tokens/0/attributes/dna,tokens/0/attributes/Eye Color,tokens/0/attributes/Back,tokens/0/attributes/Clothing,tokens/0/attributes/Symbolscheme,tokens/0/attributes/Special,tokens/0/attributes/Ear,tokens/0/attributes/Offhand,tokens/0/attributes/Project,tokens/0/attributes/Feature1,tokens/0/attributes/Feature2,tokens/0/attributes/Feature3,tokens/0/attributes/Feature4,tokens/0/attributes/Feature5,tokens/0/attributes/Feature6,tokens/0/attributes/Feature7,tokens/0/attributes/Feature8,tokens/0/attributes/Feature9,tokens/0/attributes/Feature10,tokens/0/attributes/Trait1,tokens/0/attributes/Trait2,tokens/0/attributes/Trait3,tokens/0/attributes/Trait4,tokens/0/attributes/Trait5,tokens/0/attributes/Trait6,tokens/0/attributes/Trait7,tokens/0/attributes/Trait8,tokens/0/attributes/Trait9,tokens/0/attributes/CurationStatus,tokens/0/attributes/Series,tokens/0/attributes/Class,tokens/0/attributes/Species,tokens/0/attributes/Talent,tokens/0/attributes/Feet,tokens/0/attributes/Left Arm,tokens/0/attributes/Legs,tokens/0/attributes/Right Arm,tokens/0/attributes/Sleeves,tokens/0/attributes/Upper Body,tokens/0/attributes/Headgear,tokens/0/attributes/face,tokens/0/attributes/head,tokens/0/attributes/Description,tokens/0/attributes/Clothes,tokens/0/attributes/Accessory,tokens/0/attributes/AttributesCount
72,,0x7f268357a8c2552623316e2562d90e642bb538e5,0xf92de5c36b92a7d2704d5a1ceb00cb45bb87b947ef608b7b798999146c5b0945,0x87ad0267b437575b58624AFbB67AD3a7f6876566,0x87ad0267b437575b58624AFbB67AD3a7f6876566,0x228c1334fc57Eb6E02EcC448E749a041124321c1,0x228c1334fc57Eb6E02EcC448E749a041124321c1,135,467400.375,https://ipfs.cryptoslam.io/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2888.png,2888,,,,,,Spirit Long,,,Meh,,,,,,,,,,,,,2022-04-01T18:17:00,ETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/opensea-logo.png,OpenSea,Spirit,,,Azuki #2888,https://ipfs.cryptoslam.io/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/2888.png,,,,,White,,,Dark Blue,,,,,,,,,Green Yukata,,,,Floorsweeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frog Mask,,,,,,
73,,0x83c8f28c26bf6aaca652df1dbbe0e1b56f8baba2,0xe0eed2b07838769b0e91bf6ca559d361822b97ddf85844e6832480babec5a547,0xF563Af5162B1e6d49E46C2435Da275A034F301A5,0xF563Af5162B1e6d49E46C2435Da275A034F301A5,0xcD2D15BdA9CF2Cdf10b6E93a7d5A93303c0b006a,0xcD2D15BdA9CF2Cdf10b6E93a7d5A93303c0b006a,150,465518.75,https://ipfs.cryptoslam.io/ipfs/QmS9MLhxqsZh5BQwrs8FaAZDaWFTgaoCF2Pr9KeUipf4at,6172,,,,,,,,,,Bloodshot,,,,,,,,,,,,2022-04-19T17:08:36,ETH,,,,,,,https://ipfs.cryptoslam.io/ipfs/QmS9MLhxqsZh5BQwrs8FaAZDaWFTgaoCF2Pr9KeUipf4at,,,,,,,,Yellow,Tanktop,Bored Unshaven Party horn,Death Bot,,Police Motorcycle Helmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,0x00000000a50bb64b4bbeceb18715748dface08af,0xc964e5a76a2fc5f2e912c7731646de9e99008730be56e120087be6990f7f5fb0,0x2fBa909aeD4345ac0C67c75C51d955f822b14629,0x2fBa909aeD4345ac0C67c75C51d955f822b14629,0x131cD5E746Fa428C80b34A70b136C36722C613ae,0x131cD5E746Fa428C80b34A70b136C36722C613ae,150,465069.40625,https://ipfs.cryptoslam.io/ipfs/QmXUZdDxwyvw3u1QQpyqGVLT3jh8NoDUcZ7fUePdLKWFmn,7545,,,,,,,,,,Bloodshot,,,,,,,,,,,,2022-04-13T15:38:39,ETH,,,,,,,https://ipfs.cryptoslam.io/ipfs/QmXUZdDxwyvw3u1QQpyqGVLT3jh8NoDUcZ7fUePdLKWFmn,,,,,,,,Aquamarine,Work Vest,Bored Unshaven,Dark Brown,,Sushi Chef Headband,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,0x080bf510fcbf18b91105470639e9561022937712,0x34b259467c837e484baed7128db9f9e84a018761c9cb4430859966fd1b0baecf,0xfDAA1cD1468984Ea2523260AB6e7612fE327c1f2,0xfDAA1cD1468984Ea2523260AB6e7612fE327c1f2,0x7c1958Ba95AB3170f6069DADF4de304B0c00000C,0x7c1958Ba95AB3170f6069DADF4de304B0c00000C,134.5,464793.84375,https://ipfs.cryptoslam.io/ipfs/QmPM7prr3VqDwjm94bbMumvDp2vj8TytMAbUCJFwgPcWFP,8030,,,,,,,,,,Bored,,,,,,,,,,,,2022-03-29T12:12:01,WETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/gods-unchained-logo.png,Gods Unchained,,,,,https://ipfs.cryptoslam.io/ipfs/QmPM7prr3VqDwjm94bbMumvDp2vj8TytMAbUCJFwgPcWFP,,,,,,,,New Punk Blue,Prison Jumpsuit,Bored Party Horn,Robot,Silver Hoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,625fb71b5b8421650811e718,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xf0dd6534e1941b1d0c3c3288037f6bb7f9b401944b2995c809f252eeadd1df73,0x273dfe473df23179df667cecb4258f03f3f6c35f,0x273dfe473df23179df667cecb4258f03f3f6c35f,0xb70c1a3242e363b4772b83acdc10df94e6c3fb02,0xb70c1a3242e363b4772b83acdc10df94e6c3fb02,150,464102.3928503775,https://d35vxokfjoq7rk.cloudfront.net/0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb/8473.png?d=66,8473,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,All,CryptoPunk 8473,Male,https://www.larvalabs.com/public/images/cryptopunks/punk8473.png,Crazy Hair,,,Cigarette,3D Glasses,,,,,,,,8471,,,,2022-04-20T07:32:16Z,ETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/cryptopunks-logo.png,CryptoPunks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,0x7f268357a8c2552623316e2562d90e642bb538e5,0xbae4bf8f9bd271881c8e93e2895a1488368a4b0b15426d66d322ef0375a1da64,0x87B671168A4443Ad3987a5b2A79FDcd8645695Cb,0x87B671168A4443Ad3987a5b2A79FDcd8645695Cb,0x0288c6e8aDaAE6304aA99Ac975bfb80eDD8161bF,0x0288c6e8aDaAE6304aA99Ac975bfb80eDD8161bF,133.332992553711,464000.09375,https://ipfs.cryptoslam.io/ipfs/QmchYgJ3rX8FuSfgEZUWtZHv8ek12cEYHd4ppoUnSDyAWZ,249,,,,,,,,,,Sunglasses,,,,,,,,,,,,2022-04-02T07:01:33,ETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/opensea-logo.png,OpenSea,,,,,https://ipfs.cryptoslam.io/ipfs/QmchYgJ3rX8FuSfgEZUWtZHv8ek12cEYHd4ppoUnSDyAWZ,,,,,,,,Blue,Cowboy Shirt,Bored Party Horn,Brown,,Safari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,0x13d8faf4a690f5ae52e2d2c52938d1167057b9af,0xfdf8f0c70df3a0878bccf2e63aa397a7ad85895afaf82ba4c5f1cdc73450a8d8,0x052564eB0fd8b340803dF55dEf89c25C432f43f4,0x052564eB0fd8b340803dF55dEf89c25C432f43f4,0xc542492296D3537Eb3Fd16FD775bdF7Ab8721c7c,0xc542492296D3537Eb3Fd16FD775bdF7Ab8721c7c,150,461898.78125,https://ipfs.cryptoslam.io/ipfs/QmPfQJKMsynT1bBmMq67U7d5wdnM3vMnuVBPq3qF3XMBUa,1162,,,,,,green alien,,,,,,,,,,,,,,,,2022-04-20T18:02:16,WETH,,,,,,Doodle #1162,https://ipfs.cryptoslam.io/ipfs/QmPfQJKMsynT1bBmMq67U7d5wdnM3vMnuVBPq3qF3XMBUa,deep space,alien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alien,green alien,,,,
79,,0x7f268357a8c2552623316e2562d90e642bb538e5,0xf3cf7df9b119533a90bf8caf448bd284169ee8509c626e1aea0c948548d6c7df,0xc8c722AeA0ee061BD1B896058b95ba2BE11a6644,0xc8c722AeA0ee061BD1B896058b95ba2BE11a6644,0x348ebfA7b44af0AD9A5a9870cdEC540be548b66c,0x348ebfA7b44af0AD9A5a9870cdEC540be548b66c,150,461780.8125,https://live---metadata-5covpqijaa-uc.a.run.app/images/6610,6610,,,,,,,,,,,,,,,,,,,,,,2022-04-20T16:44:35,ETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/opensea-logo.png,OpenSea,,,,#6610,https://live---metadata-5covpqijaa-uc.a.run.app/images/6610,Pink,golden,Legendary Emperor,orig:7164,Relaxed,Short,Dancing Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,0x7f268357a8c2552623316e2562d90e642bb538e5,0xa27aea804fc09322c19d992891c20ae4346ce0b0cdb8e7653f1a9464c0e8d3a3,0xBD0f764Ade4ecC77Ab5C9BA64F495dB2DEB8159E,0xBD0f764Ade4ecC77Ab5C9BA64F495dB2DEB8159E,0x501FeA3B37837CDE179D1C38595eA6d590beCf2E,0x501FeA3B37837CDE179D1C38595eA6d590beCf2E,149,460949.53125,https://ipfs.cryptoslam.io/ipfs/Qmc7E6YBy8uf291i3RVqZvqALH2iGPypPZrER8gH2bakaZ,1231,,,,,,,,,,Scumbag,,,,,,,,,,,,2022-04-19T21:08:45,ETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/opensea-logo.png,OpenSea,,,,,https://ipfs.cryptoslam.io/ipfs/Qmc7E6YBy8uf291i3RVqZvqALH2iGPypPZrER8gH2bakaZ,,,,,,,,Orange,,Bored,Black,,Halo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,0x7f268357a8c2552623316e2562d90e642bb538e5,0x9859ed0449ff60a58ea27a4a49c552e793b675df9688788858f78cee4e5b8c4d,0x7002a5f0Ed0e3a17e98c7018469feB7D66c29931,0x7002a5f0Ed0e3a17e98c7018469feB7D66c29931,0x04D387Fb6c2d00f24aB77B80F8B22d25f117E329,0x04D387Fb6c2d00f24aB77B80F8B22d25f117E329,135,460588.84375,https://ipfs.cryptoslam.io/ipfs/QmSHAbg1n35hxwWEaT86YUgvS6RDNZSYCxBmHebTRZymHm,6921,,,,,,,,,,Sunglasses,,,,,,,,,,,,2022-03-28T19:03:28,WETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/opensea-logo.png,OpenSea,,,,,https://ipfs.cryptoslam.io/ipfs/QmSHAbg1n35hxwWEaT86YUgvS6RDNZSYCxBmHebTRZymHm,,,,,,,,New Punk Blue,Hawaiian,Bored Cigarette,Black,Silver Stud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,0x7f268357a8c2552623316e2562d90e642bb538e5,0xe9d69f6357f625fc0e6b1c44ec82db8fa973a8966daa988a69affbb2a535ce46,0xFb0d247e30457657754fDD0f0bc7cDea58DD410d,0xFb0d247e30457657754fDD0f0bc7cDea58DD410d,0x352e32Ad9791C5cc8d8614cfD0748FA6500400fC,0x352e32Ad9791C5cc8d8614cfD0748FA6500400fC,133,460032.90625,https://ipfs.cryptoslam.io/ipfs/QmZqySaoYL51Vhofhv83XBYymsrE4VoA3331prjgiHgvwh,3667,,,,,,,,,,Angry,,,,,,,,,,,,2022-04-05T16:10:44,ETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/opensea-logo.png,OpenSea,,,,,https://ipfs.cryptoslam.io/ipfs/QmZqySaoYL51Vhofhv83XBYymsrE4VoA3331prjgiHgvwh,,,,,,,,Army Green,Sleeveless Logo T,Bored Unshaven Cigarette,Dark Brown,,Ww2 Pilot Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,0x7f268357a8c2552623316e2562d90e642bb538e5,0xf62ec9244cc75f757e40c9dcd6859e5e6eec8f69fc38dd510d0e77875401f936,0x1CEAf680894a5d4075E0a996E124e3899AA9b499,0x1CEAf680894a5d4075E0a996E124e3899AA9b499,0x9e437B064CFC7801808c5e476ABfafA5069aB55B,0x9e437B064CFC7801808c5e476ABfafA5069aB55B,149.690002441406,458169,https://ipfs.cryptoslam.io/ipfs/QmVfqyKpSJuhynEH9RPq6sYRvbHwYo4sgmiGXihmRiPgNT,1708,,,,,,,,,,Robot,,,,,,,,,,,,2022-04-19T12:51:53,ETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/opensea-logo.png,OpenSea,,,,,https://ipfs.cryptoslam.io/ipfs/QmVfqyKpSJuhynEH9RPq6sYRvbHwYo4sgmiGXihmRiPgNT,,,,,,,,Orange,Bone Necklace,Bored,Pink,Diamond Stud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,0x7f268357a8c2552623316e2562d90e642bb538e5,0x787555d97586456e688e78eb8a6b4b1177ed4835ac5545d26fdc5d208797352c,0xE908D26B9a755Cd47689514C164f45Ab53ED9278,0xE908D26B9a755Cd47689514C164f45Ab53ED9278,0xbD6c990981124c5027ad43fc8e6Aa957F8800863,0xbD6c990981124c5027ad43fc8e6Aa957F8800863,133.699996948242,453339.4375,https://ipfs.cryptoslam.io/ipfs/QmdDLMpmuL9a7yNspTVvbJi1bH21H6VPmxJkrzRD2Gzpxz,9909,,,,,,,,,,Hypnotized,,,,,,,,,,,,2022-03-29T05:22:33,ETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/opensea-logo.png,OpenSea,,,,,https://ipfs.cryptoslam.io/ipfs/QmdDLMpmuL9a7yNspTVvbJi1bH21H6VPmxJkrzRD2Gzpxz,,,,,,,,Yellow,Admirals Coat,Bored Unshaven,Black,,Baby's Bonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,0x7f268357a8c2552623316e2562d90e642bb538e5,0xf1db90bf1c76dc828151c8408e1c9b2953875d6198f27f5b812dd3cfa3861bae,0xea39c551834D07EE2EE87f1cEFF843c308e089AF,0xea39c551834D07EE2EE87f1cEFF843c308e089AF,0x51E9a3Dd530bBa62f5238562CD60C42d722a40d9,0x51E9a3Dd530bBa62f5238562CD60C42d722a40d9,135,451707.84375,https://ipfs.cryptoslam.io/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8235.png,8235,,,,,,Spirit Bob,,,Grin,,,,,,,,,,,,,2022-04-06T10:04:02,ETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/opensea-logo.png,OpenSea,Spirit,,,Azuki #8235,https://ipfs.cryptoslam.io/ipfs/QmYDvPAXtiJg7s8JdRBSLWdgSphQdac8j1YuQNNxcGE1hg/8235.png,,,,,Daydreaming,,,Dark Blue,,,,,,,,,Bloody Bomber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purple Kanzashi,,,,,,
86,,0x7f268357a8c2552623316e2562d90e642bb538e5,0xfece69bc4ebb43f7e9d255e0b8af317977c3fbc20b37d5ae72dfc77e4ac64aa0,0xbd5fd51DA85e4fFeAC38c0c3462279ab09e4FCF4,0xbd5fd51DA85e4fFeAC38c0c3462279ab09e4FCF4,0xd7c318E9F9129239F6bA4E10994137113dcF6244,0xd7c318E9F9129239F6bA4E10994137113dcF6244,145,449506.75,https://ipfs.cryptoslam.io/ipfs/Qmf9UYFmpE9ZQaT7zP8AoRRo18CYeKsU27dPRxbHqLsJHf,7332,,,,,,,,,,Wide Eyed,,,,,,,,,,,,2022-04-21T09:03:38,ETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/opensea-logo.png,OpenSea,,,,,https://ipfs.cryptoslam.io/ipfs/Qmf9UYFmpE9ZQaT7zP8AoRRo18CYeKsU27dPRxbHqLsJHf,,,,,,,,Gray,,Small Grin,White,,Cowboy Hat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,0x7f268357a8c2552623316e2562d90e642bb538e5,0x154e5cb17af955cde4d13c892407382e8038804294677b6c0ab20b9a07be736e,0x6639C089AdFbA8bb9968dA643C6BE208a70d6daA,0x6639C089AdFbA8bb9968dA643C6BE208a70d6daA,0xF1392511311d215CDb90F1f53a3a75d8c2bE9f44,0xF1392511311d215CDb90F1f53a3a75d8c2bE9f44,145,449346.3125,https://ipfs.cryptoslam.io/ipfs/QmNgTGkGdHhX7K6UfSASP1S1yPhumjmnZK3r1W9cBUzHf6,8644,,,,,,,,,,Bored,,,,,,,,,,,,2022-04-19T18:56:48,ETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/opensea-logo.png,OpenSea,,,,,https://ipfs.cryptoslam.io/ipfs/QmNgTGkGdHhX7K6UfSASP1S1yPhumjmnZK3r1W9cBUzHf6,,,,,,,,Yellow,Kings Robe,Bored,Golden Brown,,Party Hat 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,624103575b8421bef62f9831,J7RagMKwSD5zJSbRQZU56ypHUtux8LRDkUpAPSKH4WPp,5LnUYKriKHemMox6Vmkb9AHV5X8sfGQNd7NsaKR5pXdRCzgWSrXZRmiVfFjbVbWvnaE2BbmTLPn4vy7RTN9yjR2e,4GeuZbKkxg95ARK2Hi83HUnKDCtAHrsna357hvnizas3,4GeuZbKkxg95ARK2Hi83HUnKDCtAHrsna357hvnizas3,4GeuZbKkxg95ARK2Hi83HUnKDCtAHrsna357hvnizas3,4GeuZbKkxg95ARK2Hi83HUnKDCtAHrsna357hvnizas3,4200,446323.7723422212,https://d35vxokfjoq7rk.cloudfront.net/metaplex:SMB/H3VKWGCTVwqBMjVBU5EU7V29T1BTk5EHj3kztRV3Hnce.png?d=66,H3VKWGCTVwqBMjVBU5EU7V29T1BTk5EHj3kztRV3Hnce,metaplex:SMB,All,SMB #4136,,,,,,None,None,,,,,None,,,,,,,2022-03-28T00:36:59Z,SOL,https://d1nht67oz99wd1.cloudfront.net/smb-marketplace-logo.png,SMB Market,Zombie,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMB is a collection of 5000 randomly generated 24x24 pixels NFTs on the Solana Blockchain. Each SolanaMonkey is unique and comes with different type and attributes varying in rarity.,None,,0
89,,0x7f268357a8c2552623316e2562d90e642bb538e5,0xc9e0aeea351d3026309e027a64669f55b9aea56c65acb49bd8a0c8e881689af3,0x864749824EA21C64169433e4f4EE4B1F4BF76B99,0x864749824EA21C64169433e4f4EE4B1F4BF76B99,0x315014d50459D218D3294a888897Ca12B6ce694b,0x315014d50459D218D3294a888897Ca12B6ce694b,142.5,444597.59375,https://ipfs.cryptoslam.io/ipfs/QmcLxbs875ziDqjVdQAHZ5axdUBC6DcmrPCz61ph184AYq,3673,,,,,,,,,,Zombie,,,,,,,,,,,,2022-04-19T16:49:03,ETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/opensea-logo.png,OpenSea,,,,,https://ipfs.cryptoslam.io/ipfs/QmcLxbs875ziDqjVdQAHZ5axdUBC6DcmrPCz61ph184AYq,,,,,,,,Orange,,Dumbfounded,Dark Brown,,Bayc Flipped Brim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,0x7f268357a8c2552623316e2562d90e642bb538e5,0xcafc7b512c5a410c98e3a6ef53be6ffc8fd4d22c1e9310e8bbf1f002c362e2a6,0x05936f6A5eA9aBFbFcc690f1A6140d97E80640f9,0x05936f6A5eA9aBFbFcc690f1A6140d97E80640f9,0xe030c8A73a95b9AA2ca6416a40a9734ee417146A,0xe030c8A73a95b9AA2ca6416a40a9734ee417146A,150,444563.78125,https://ipfs.cryptoslam.io/ipfs/QmaLZDb19J8RuXNP1ZJGnpmJxvuW9sU3vVoeiBRcL2ZyA4,9884,,,,,,,,,,Sunglasses,,,,,,,,,,,,2022-04-23T13:09:52,ETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/opensea-logo.png,OpenSea,,,,,https://ipfs.cryptoslam.io/ipfs/QmaLZDb19J8RuXNP1ZJGnpmJxvuW9sU3vVoeiBRcL2ZyA4,,,,,,,,Gray,Lab coat,Bored,Gray,,Bowler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,0xc310e760778ecbca4c65b6c559874757a4c4ece0,0x9c4f96b3af492cff3b5f06be02c85e3230fbcc1500972d7f575fc68ee7f8d13d,0x8A341c72101002429C2DBBda35888FfaB27397EE,0x8A341c72101002429C2DBBda35888FfaB27397EE,0xeE7758688BA056a3E0DC7d6a8e21910BFfb2dCC8,0xeE7758688BA056a3E0DC7d6a8e21910BFfb2dCC8,135,444131.5625,https://ipfs.cryptoslam.io/ipfs/QmW1MBApm4XvwgoSKf45ZtsqJU5cDYdcsW2GBSEUqXWE3T,34,,,,,,,,,,Sleepy,,,,,,,,,,,,2022-04-01T00:02:37,WETH,,,,,,,https://ipfs.cryptoslam.io/ipfs/QmW1MBApm4XvwgoSKf45ZtsqJU5cDYdcsW2GBSEUqXWE3T,,,,,,,,Orange,Sleeveless T,Bored,Black,,Bayc Hat Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,0x13d8faf4a690f5ae52e2d2c52938d1167057b9af,0x3d94627edc58a27e302a1244624f2a2acdc3510919764f50cfe385cd2df5a6d0,0xb4A7131EE5AaE57A5dE7bbdB80416d7762F5FD1E,0xb4A7131EE5AaE57A5dE7bbdB80416d7762F5FD1E,0xcfda9974d234FC548C7f96700B578aa90a367c8B,0xcfda9974d234FC548C7f96700B578aa90a367c8B,147.5,441638.9375,https://ipfs.cryptoslam.io/ipfs/QmQUxpAMzvFmEHuh1UxSZ6ZdEqd6ciWNZEzuFbDTAqBt2c,5253,,,,,,,,,,Bored,,,,,,,,,,,,2022-04-14T20:45:35,WETH,,,,,,,https://ipfs.cryptoslam.io/ipfs/QmQUxpAMzvFmEHuh1UxSZ6ZdEqd6ciWNZEzuFbDTAqBt2c,,,,,,,,New Punk Blue,Bayc T Black,Bored Kazoo,Cheetah,,Bunny Ears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,0x7f268357a8c2552623316e2562d90e642bb538e5,0x9262c17fba1b8b5a92dc870680400f4a8692d12ecf42c4ac79a05972dbe5f5d7,0xae883438E3AC3978e9bae7Ea2a12F2137d132adE,0xae883438E3AC3978e9bae7Ea2a12F2137d132adE,0x020cA66C30beC2c4Fe3861a94E4DB4A498A35872,0x020cA66C30beC2c4Fe3861a94E4DB4A498A35872,150,441563.96875,https://ipfs.cryptoslam.io/ipfs/QmVghBZaXd3qyxTen9HWqJMjXBkAZTvsorGov19SkgVyqr,7120,,,,,,,,,,Bored,,,,,,,,,,,,2022-04-24T03:15:59,ETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/opensea-logo.png,OpenSea,,,,,https://ipfs.cryptoslam.io/ipfs/QmVghBZaXd3qyxTen9HWqJMjXBkAZTvsorGov19SkgVyqr,,,,,,,,Gray,,Bored Unshaven Cigar,Cream,,Vietnam Era Helmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,0x59728544b08ab483533076417fbbb2fd0b17ce3a,0x4b3dd6c37b93931faf0aef6cfcae36164248ea148ad6b9ed76de0e6626c8fa4f,0x3496470968DCC506578c27499A8506a44254e392,0x3496470968DCC506578c27499A8506a44254e392,0xC9132a3f53C1c80C87d5d645d8dAFAe9DD3b8981,0xC9132a3f53C1c80C87d5d645d8dAFAe9DD3b8981,143.25,440757.75,https://ipfs.cryptoslam.io/ipfs/QmWaghhCxFKmzj2r9JvkQMQ1FHNuympBiKp323WVN4knBm,9637,,,,,,,,,,3D,,,,,,,,,,,,2022-04-20T17:40:40,WETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/looksrare.png,LooksRare,,,,,https://ipfs.cryptoslam.io/ipfs/QmWaghhCxFKmzj2r9JvkQMQ1FHNuympBiKp323WVN4knBm,,,,,,,,Army Green,Tuxedo Tee,Bored Pipe,Tan,Diamond Stud,Seaman's Hat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,0x7f268357a8c2552623316e2562d90e642bb538e5,0x9946998904089dc44a694c8904cd5ea4492baea409678992d4c7463f1de04629,0x1ed3B397504a52Fe86bda23Cf3d4c016D680E8a9,0x1ed3B397504a52Fe86bda23Cf3d4c016D680E8a9,0x55868E88a55c414ecc3603e6bdDbAFc8f2085a73,0x55868E88a55c414ecc3603e6bdDbAFc8f2085a73,135,438482.875,https://ipfs.cryptoslam.io/ipfs/QmSWD2Kcn8KHtKKgre4eyjUjyk8L2PrbHjLbdX9o1QNP2G,5244,,,,,,,,,,Sleepy,,,,,,,,,,,,2022-04-07T12:43:21,ETH,https://cryptoslam-token-images.s3.amazonaws.com/icons/opensea-logo.png,OpenSea,,,,,https://ipfs.cryptoslam.io/ipfs/QmSWD2Kcn8KHtKKgre4eyjUjyk8L2PrbHjLbdX9o1QNP2G,,,,,,,,Aquamarine,,Bored Unshaven Kazoo,Black,Silver Hoop,Faux Hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
